Gender,Age Group,Purchase Date,Product Category,Discount Availed,Gross Amount,Net Amount,Purchase Method,Location,Married
1,2,1,Clothing,1,6578.54,6372.51,Credit Card,Ahmedabad,1.0
0,1,6,Clothing,1,1568.76,1485.92,Credit Card,Ahmedabad,1.0
0,0,6,Electronics,0,3415.79,3415.79,Credit Card,Jaipur,1.0
0,1,5,Sports & Fitness,0,2614.03,2614.03,Paytm UPI,Delhi,1.0
1,2,0,Electronics,0,5132.47,5132.47,Paytm UPI,Bangalore,0.0
1,2,1,Home & Kitchen,0,1082.98,1082.98,Debit Card,Mumbai,1.0
1,4,3,Electronics,0,4981.58,4981.58,Debit Card,Jaipur,0.0
2,2,0,Toys & Games,1,3745.51,3572.69,Debit Card,Bangalore,0.0
0,4,4,Electronics,0,1806.43,1806.43,Net Banking,Ahmedabad,0.0
0,2,6,Sports & Fitness,1,5919.04,5569.24,Net Banking,Mumbai,1.0
2,3,5,Beauty and Health,0,6094.85,6094.85,Credit Card,Bangalore,1.0
0,1,3,Toys & Games,0,4538.58,4538.58,PhonePe UPI,Delhi,1.0
1,2,1,Home & Kitchen,1,5605.45,5419.57,Debit Card,Kolkata,1.0
1,1,3,Electronics,1,3657.24,3450.09,Debit Card,Hyderabad,1.0
1,1,3,Beauty and Health,0,309.91,309.91,Debit Card,Delhi,1.0
1,3,0,Home & Kitchen,1,1742.23,1579.61,Debit Card,Delhi,0.0
1,2,0,Electronics,0,2350.16,2350.16,Debit Card,Delhi,0.0
2,1,4,Clothing,1,1731.96,1625.79,Net Banking,Bangalore,1.0
2,0,4,Other,1,5139.1,4919.06,Credit Card,Kolkata,1.0
1,2,3,Home & Kitchen,1,4357.57,4017.64,Net Banking,Kolkata,1.0
1,3,3,Electronics,0,3926.06,3926.06,Debit Card,Hyderabad,1.0
2,2,1,Books,1,2731.17,2381.09,Debit Card,Mumbai,1.0
1,3,5,Beauty and Health,0,2720.98,2720.98,Credit Card,Kolkata,1.0
0,3,1,Home & Kitchen,1,2040.12,1553.91,Credit Card,Chennai,1.0
2,2,6,Sports & Fitness,0,4290.11,4290.11,Debit Card,Lucknow,0.0
1,2,1,Other,1,5595.69,5279.43,Debit Card,Delhi,1.0
0,1,0,Books,1,6465.01,5996.88,Debit Card,Dehradun,0.0
1,2,1,Beauty and Health,0,1404.98,1404.98,Credit Card,Delhi,0.0
2,2,4,Other,0,5077.47,5077.47,Credit Card,Delhi,1.0
0,2,3,Pet Care,0,4394.79,4394.79,Credit Card,Bangalore,0.0
0,1,5,Electronics,0,3616.72,3616.72,Credit Card,Delhi,1.0
0,2,1,Sports & Fitness,0,500.66,500.66,Debit Card,Mumbai,1.0
2,2,3,Beauty and Health,0,707.93,707.93,Paytm UPI,Bangalore,0.0
0,3,0,Electronics,1,4370.35,4026.09,Net Banking,Delhi,1.0
2,2,0,Electronics,0,2975.71,2975.71,PhonePe UPI,Srinagar,1.0
1,2,3,Electronics,1,6719.85,6416.47,Credit Card,Pune,1.0
0,1,5,Clothing,0,4253.61,4253.61,Debit Card,Delhi,1.0
0,2,5,Electronics,0,350.87,350.87,PhonePe UPI,Other,0.0
0,3,4,Electronics,0,2313.89,2313.89,Credit Card,Mumbai,1.0
1,2,4,Home & Kitchen,1,2729.65,2272.28,Credit Card,Delhi,1.0
0,3,4,Books,1,3535.27,3038.64,Net Banking,Delhi,1.0
1,2,4,Other,1,4490.41,4077.92,Credit Card,Bangalore,1.0
2,1,3,Other,1,6681.26,6203.12,Debit Card,Mumbai,1.0
2,3,6,Books,0,2252.35,2252.35,Google Pay UPI,Mumbai,0.0
0,1,0,Home & Kitchen,1,2070.32,1580.55,Debit Card,Bangalore,0.0
2,1,0,Clothing,0,938.97,938.97,Credit Card,Hyderabad,1.0
1,1,1,Clothing,1,5081.35,4742.46,Cash on Delivery,Bangalore,1.0
0,1,1,Sports & Fitness,1,2488.23,2358.08,Net Banking,Hyderabad,0.0
2,1,5,Pet Care,0,1195.56,1195.56,PhonePe UPI,Hyderabad,0.0
0,1,2,Beauty and Health,0,1893.34,1893.34,Credit Card,Kolkata,0.0
0,2,4,Electronics,0,4905.62,4905.62,Debit Card,Delhi,1.0
2,3,1,Beauty and Health,0,2925.85,2925.85,Google Pay UPI,Jaipur,0.0
0,2,0,Clothing,0,1028.68,1028.68,Debit Card,Dehradun,1.0
1,1,4,Electronics,1,3450.84,3176.15,Credit Card,Pune,1.0
2,2,6,Electronics,0,4210.11,4210.11,International Card,Pune,1.0
2,4,3,Clothing,0,1850.6,1850.6,Credit Card,Mumbai,1.0
2,2,6,Beauty and Health,0,5077.44,5077.44,Credit Card,Ahmedabad,1.0
1,3,3,Clothing,1,4709.74,4469.39,Net Banking,Pune,1.0
2,2,5,Other,1,2474.71,2137.37,Credit Card,Mumbai,0.0
1,1,2,Electronics,1,2271.81,1786.24,Debit Card,Bangalore,1.0
1,1,1,Beauty and Health,1,1069.04,917.52,Cash on Delivery,Ahmedabad,1.0
2,0,0,Electronics,1,3852.71,3456.62,Credit Card,Pune,0.0
0,2,6,Clothing,1,2360.54,2251.52,Debit Card,Mumbai,1.0
0,2,0,Books,0,1354.13,1354.13,Credit Card,Delhi,1.0
1,0,0,Toys & Games,0,1309.42,1309.42,PhonePe UPI,Pune,1.0
2,1,2,Clothing,0,1361.79,1361.79,Credit Card,Kolkata,1.0
1,2,4,Electronics,0,5071.87,5071.87,International Card,Delhi,0.0
0,2,0,Sports & Fitness,0,2495.8,2495.8,Credit Card,Srinagar,1.0
2,2,5,Books,0,1432.16,1432.16,Credit Card,Delhi,0.0
0,1,1,Sports & Fitness,0,5956.36,5956.36,Debit Card,Kolkata,0.0
0,1,5,Books,0,2576.66,2576.66,Debit Card,Mumbai,0.0
0,2,3,Electronics,0,2508.14,2508.14,Debit Card,Delhi,0.0
2,4,1,Books,1,674.01,188.5,Credit Card,Mumbai,1.0
2,2,6,Electronics,0,725.76,725.76,Debit Card,Bangalore,1.0
2,3,3,Electronics,0,4355.32,4355.32,Net Banking,Dehradun,0.0
2,4,1,Clothing,1,828.22,755.05,Debit Card,Mumbai,1.0
1,2,0,Clothing,1,967.36,596.27,Credit Card,Hyderabad,0.0
1,2,2,Beauty and Health,1,1241.51,916.31,Net Banking,Jaipur,1.0
1,1,0,Electronics,0,3293.36,3293.36,Credit Card,Pune,1.0
1,3,1,Electronics,0,670.23,670.23,Debit Card,Mumbai,1.0
1,1,3,Beauty and Health,0,904.21,904.21,Google Pay UPI,Ahmedabad,1.0
0,2,0,Sports & Fitness,0,5528.4,5528.4,PhonePe UPI,Kolkata,0.0
2,1,4,Electronics,0,4355.87,4355.87,Credit Card,Other,1.0
2,2,1,Sports & Fitness,1,2253.29,2094.44,Net Banking,Hyderabad,1.0
0,2,2,Electronics,1,3511.46,3222.99,Credit Card,Delhi,0.0
2,1,0,Beauty and Health,1,609.81,487.71,Credit Card,Mumbai,1.0
1,4,5,Books,1,2194.9,1885.53,Debit Card,Mumbai,1.0
2,3,3,Electronics,1,2323.22,1864.42,Google Pay UPI,Bangalore,1.0
2,2,3,Books,0,669.38,669.38,Net Banking,Delhi,1.0
2,4,4,Clothing,0,3663.7,3663.7,International Card,Mumbai,1.0
0,2,5,Home & Kitchen,0,2911.5,2911.5,Debit Card,Srinagar,1.0
2,1,4,Beauty and Health,0,5815.63,5815.63,PhonePe UPI,Bangalore,1.0
0,3,1,Electronics,1,819.68,688.81,Debit Card,Jaipur,1.0
0,3,4,Electronics,0,789.51,789.51,Debit Card,Delhi,1.0
0,2,5,Clothing,0,3141.04,3141.04,Credit Card,Delhi,1.0
0,2,0,Electronics,1,1204.35,972.15,PhonePe UPI,Delhi,0.0
0,3,6,Clothing,1,3755.28,3482.14,Debit Card,Mumbai,1.0
0,1,1,Clothing,1,4321.2,3907.63,Google Pay UPI,Bangalore,1.0
0,1,4,Home & Kitchen,0,2973.39,2973.39,Debit Card,Mumbai,1.0
2,2,2,Electronics,0,6744.54,6744.54,Debit Card,Bangalore,1.0
1,3,1,Clothing,1,1157.35,741.52,Credit Card,Jaipur,1.0
0,2,5,Beauty and Health,1,1757.56,1338.37,Credit Card,Other,0.0
1,2,0,Books,0,3061.02,3061.02,PhonePe UPI,Hyderabad,1.0
2,2,2,Home & Kitchen,0,4597.28,4597.28,Credit Card,Pune,1.0
1,1,3,Beauty and Health,0,6796.18,6796.18,Credit Card,Delhi,1.0
0,1,3,Electronics,1,989.26,760.1,PhonePe UPI,Bangalore,0.0
1,2,0,Electronics,0,5870.71,5870.71,Debit Card,Hyderabad,1.0
0,2,0,Clothing,1,1095.32,941.05,Credit Card,Delhi,1.0
1,1,1,Pet Care,1,2219.27,1902.03,International Card,Mumbai,1.0
2,2,3,Beauty and Health,1,960.46,639.5,Credit Card,Pune,0.0
2,3,4,Electronics,0,541.2,541.2,International Card,Mumbai,0.0
0,1,3,Electronics,0,329.55,329.55,Credit Card,Delhi,0.0
0,3,4,Beauty and Health,0,6152.28,6152.28,Credit Card,Pune,1.0
0,2,2,Other,0,2451.45,2451.45,Credit Card,Kolkata,1.0
1,1,4,Electronics,0,1655.9,1655.9,Credit Card,Bangalore,0.0
2,2,6,Electronics,1,450.07,356.69,PhonePe UPI,Ahmedabad,0.0
0,2,1,Sports & Fitness,1,5579.43,5187.39,Net Banking,Hyderabad,0.0
0,2,1,Electronics,1,3581.9,3159.18,Net Banking,Bangalore,1.0
1,2,3,Home & Kitchen,0,4368.03,4368.03,Net Banking,Delhi,1.0
2,4,3,Beauty and Health,0,3737.11,3737.11,Credit Card,Pune,1.0
1,2,6,Clothing,1,855.68,602.65,Credit Card,Mumbai,0.0
0,1,0,Books,1,2753.17,2525.93,PhonePe UPI,Pune,1.0
0,3,4,Sports & Fitness,0,5803.62,5803.62,Credit Card,Bangalore,1.0
1,1,3,Electronics,0,3897.09,3897.09,Debit Card,Bangalore,0.0
2,3,0,Beauty and Health,1,7255.74,6865.88,Net Banking,Hyderabad,1.0
2,2,3,Electronics,0,3997.43,3997.43,Google Pay UPI,Mumbai,0.0
2,3,4,Clothing,1,4155.63,3976.2,International Card,Srinagar,1.0
2,2,3,Electronics,0,3469.38,3469.38,Credit Card,Kolkata,0.0
2,1,5,Clothing,0,6559.99,6559.99,Debit Card,Bangalore,1.0
1,2,4,Electronics,0,1329.86,1329.86,Credit Card,Mumbai,1.0
1,0,1,Beauty and Health,1,6150.22,6096.67,Credit Card,Mumbai,0.0
2,3,3,Clothing,1,3626.15,3210.28,Credit Card,Delhi,0.0
1,4,1,Other,0,995.49,995.49,Net Banking,Jaipur,1.0
2,1,2,Electronics,0,2828.72,2828.72,Debit Card,Pune,1.0
0,2,2,Sports & Fitness,1,4985.61,4901.37,Credit Card,Delhi,1.0
1,1,2,Books,0,1492.63,1492.63,Credit Card,Chennai,0.0
1,1,4,Clothing,0,1248.2,1248.2,Credit Card,Bangalore,1.0
0,1,4,Clothing,1,3751.35,3435.75,Cash on Delivery,Mumbai,0.0
0,1,0,Beauty and Health,1,1464.11,1009.88,Debit Card,Ahmedabad,0.0
2,2,2,Home & Kitchen,0,3913.07,3913.07,Credit Card,Mumbai,1.0
1,1,1,Clothing,0,5255.99,5255.99,Debit Card,Bangalore,0.0
2,2,0,Clothing,1,2692.8,2641.85,Credit Card,Mumbai,0.0
2,3,6,Clothing,1,4911.94,4531.37,PhonePe UPI,Pune,1.0
1,1,0,Electronics,1,3784.68,3411.88,Net Banking,Pune,1.0
2,2,5,Electronics,0,3851.25,3851.25,Google Pay UPI,Chennai,0.0
2,4,3,Sports & Fitness,0,395.57,395.57,Debit Card,Chennai,0.0
2,1,1,Home & Kitchen,1,3389.23,3310.04,Google Pay UPI,Bangalore,1.0
1,2,2,Beauty and Health,0,3256.4,3256.4,Credit Card,Ahmedabad,0.0
1,1,2,Electronics,0,1730.55,1730.55,Debit Card,Chennai,0.0
2,3,3,Electronics,0,3728.27,3728.27,Net Banking,Hyderabad,1.0
2,1,4,Electronics,1,236.2,87.37,PhonePe UPI,Hyderabad,1.0
2,4,6,Pet Care,0,8070.1,8070.1,Credit Card,Mumbai,0.0
0,1,6,Home & Kitchen,0,3398.62,3398.62,Credit Card,Mumbai,1.0
0,1,4,Clothing,1,1362.79,1034.97,Debit Card,Delhi,0.0
0,1,3,Electronics,0,798.37,798.37,International Card,Lucknow,0.0
0,1,2,Clothing,0,3509.81,3509.81,International Card,Mumbai,0.0
1,2,3,Books,0,1487.14,1487.14,Credit Card,Bangalore,0.0
1,3,5,Electronics,1,1265.73,1083.78,Credit Card,Kolkata,1.0
1,3,3,Sports & Fitness,1,2881.23,2568.9,Paytm UPI,Hyderabad,1.0
2,2,1,Beauty and Health,1,4052.36,3752.23,Credit Card,Kolkata,0.0
0,2,1,Beauty and Health,1,6882.35,6796.76,Debit Card,Bangalore,1.0
0,2,0,Pet Care,0,3709.41,3709.41,Paytm UPI,Pune,1.0
0,2,2,Sports & Fitness,1,4044.51,3899.49,Credit Card,Kolkata,0.0
2,2,5,Clothing,0,5987.76,5987.76,Debit Card,Mumbai,1.0
2,2,3,Sports & Fitness,0,4787.0,4787.0,Cash on Delivery,Chennai,1.0
0,2,4,Sports & Fitness,1,3757.6,3455.64,Credit Card,Mumbai,0.0
2,1,4,Books,0,1679.55,1679.55,Debit Card,Other,1.0
0,1,2,Home & Kitchen,0,667.47,667.47,Cash on Delivery,Chennai,1.0
0,1,5,Beauty and Health,1,3605.81,3554.03,PhonePe UPI,Bangalore,1.0
0,4,4,Sports & Fitness,1,2486.23,2023.14,Debit Card,Hyderabad,0.0
1,2,0,Beauty and Health,1,5485.01,5350.4,Debit Card,Pune,1.0
2,3,6,Electronics,0,2238.43,2238.43,Debit Card,Mumbai,0.0
0,2,4,Electronics,0,3720.78,3720.78,Net Banking,Lucknow,1.0
2,2,4,Sports & Fitness,1,6926.3,6872.99,Credit Card,Other,0.0
0,0,3,Electronics,1,4113.49,4045.49,Debit Card,Jaipur,0.0
1,1,3,Electronics,0,2976.09,2976.09,International Card,Hyderabad,0.0
2,2,6,Toys & Games,0,3929.11,3929.11,Google Pay UPI,Mumbai,1.0
0,2,6,Books,0,953.18,953.18,Google Pay UPI,Kolkata,1.0
1,0,3,Electronics,0,4810.67,4810.67,Credit Card,Srinagar,0.0
1,2,1,Electronics,1,2182.18,1965.68,Cash on Delivery,Delhi,1.0
2,2,5,Electronics,0,4836.23,4836.23,Credit Card,Hyderabad,1.0
2,2,6,Electronics,1,1188.56,755.52,Debit Card,Bangalore,0.0
2,4,3,Sports & Fitness,1,4170.32,3759.12,Credit Card,Delhi,1.0
0,1,4,Home & Kitchen,1,3545.8,3258.12,Paytm UPI,Hyderabad,1.0
0,1,6,Pet Care,0,1018.58,1018.58,Debit Card,Mumbai,1.0
2,2,6,Beauty and Health,1,3814.52,3689.63,Credit Card,Delhi,1.0
0,3,0,Books,0,1794.23,1794.23,Credit Card,Hyderabad,1.0
2,2,3,Electronics,0,2866.98,2866.98,Net Banking,Bangalore,1.0
0,1,5,Beauty and Health,1,1432.65,1327.71,Credit Card,Bangalore,0.0
2,1,3,Clothing,1,1358.64,1221.11,Paytm UPI,Hyderabad,0.0
1,2,0,Electronics,1,5530.5,5465.05,Net Banking,Mumbai,0.0
2,1,0,Electronics,0,3708.31,3708.31,Credit Card,Mumbai,1.0
0,2,5,Beauty and Health,0,2144.03,2144.03,Google Pay UPI,Mumbai,1.0
0,1,5,Beauty and Health,0,3225.92,3225.92,Debit Card,Pune,1.0
1,1,5,Sports & Fitness,1,759.52,350.12,Paytm UPI,Hyderabad,1.0
1,2,1,Clothing,0,7270.88,7270.88,Credit Card,Bangalore,1.0
2,1,6,Clothing,0,2380.04,2380.04,Debit Card,Delhi,1.0
2,2,3,Beauty and Health,1,3411.48,3262.95,Credit Card,Ahmedabad,1.0
1,2,2,Electronics,0,2645.68,2645.68,Net Banking,Jaipur,1.0
0,1,1,Clothing,1,4170.3,4037.56,Credit Card,Hyderabad,1.0
1,2,4,Beauty and Health,0,1443.22,1443.22,Cash on Delivery,Chennai,0.0
2,4,6,Beauty and Health,0,2629.75,2629.75,Credit Card,Bangalore,1.0
2,3,6,Home & Kitchen,0,3730.86,3730.86,Debit Card,Varanasi,1.0
2,1,5,Electronics,0,939.44,939.44,International Card,Bangalore,0.0
1,2,1,Home & Kitchen,0,3039.8,3039.8,International Card,Delhi,0.0
1,3,2,Beauty and Health,1,1980.73,1830.28,Credit Card,Bangalore,0.0
2,2,4,Beauty and Health,0,3820.24,3820.24,PhonePe UPI,Pune,0.0
0,1,6,Electronics,0,3184.26,3184.26,PhonePe UPI,Mumbai,1.0
1,2,6,Electronics,0,6071.23,6071.23,Credit Card,Kolkata,1.0
2,2,0,Electronics,1,3379.2,3215.53,Debit Card,Mumbai,0.0
1,2,6,Beauty and Health,1,3990.1,3752.61,Credit Card,Delhi,0.0
2,2,4,Electronics,0,1835.16,1835.16,Debit Card,Pune,1.0
1,3,0,Beauty and Health,0,7046.22,7046.22,Credit Card,Varanasi,0.0
1,2,0,Clothing,0,2334.46,2334.46,International Card,Hyderabad,1.0
1,1,3,Clothing,1,3367.76,3045.92,Debit Card,Bangalore,1.0
0,3,6,Electronics,1,2931.22,2805.92,Net Banking,Mumbai,1.0
0,2,2,Clothing,0,6435.2,6435.2,Debit Card,Delhi,0.0
2,2,6,Electronics,0,245.79,245.79,Debit Card,Pune,1.0
0,3,5,Pet Care,0,2629.62,2629.62,Net Banking,Mumbai,1.0
1,1,1,Electronics,1,2695.02,2610.98,Credit Card,Jaipur,0.0
2,3,0,Electronics,0,1479.18,1479.18,Paytm UPI,Mumbai,1.0
2,2,0,Home & Kitchen,0,2577.56,2577.56,Debit Card,Kolkata,1.0
2,3,0,Sports & Fitness,1,2474.05,2066.76,Cash on Delivery,Bangalore,1.0
0,2,2,Pet Care,0,1892.65,1892.65,Net Banking,Delhi,1.0
1,3,1,Home & Kitchen,0,208.54,208.54,Net Banking,Delhi,1.0
0,0,2,Electronics,0,5050.16,5050.16,Debit Card,Delhi,1.0
0,2,0,Electronics,0,3992.36,3992.36,Credit Card,Other,1.0
0,0,2,Electronics,0,1950.6,1950.6,Debit Card,Pune,1.0
0,1,6,Electronics,1,2620.32,2198.79,Credit Card,Delhi,1.0
1,2,6,Beauty and Health,0,4421.43,4421.43,Credit Card,Ahmedabad,1.0
0,4,4,Beauty and Health,0,1630.74,1630.74,Debit Card,Delhi,1.0
0,3,4,Home & Kitchen,0,2926.34,2926.34,Cash on Delivery,Hyderabad,1.0
1,1,5,Sports & Fitness,1,342.61,213.93,Credit Card,Hyderabad,1.0
1,0,0,Pet Care,0,1183.72,1183.72,Cash on Delivery,Hyderabad,1.0
1,1,0,Beauty and Health,1,4564.78,4236.03,Debit Card,Pune,1.0
2,1,3,Electronics,0,3475.86,3475.86,Net Banking,Mumbai,1.0
1,2,2,Electronics,1,2843.98,2348.08,International Card,Bangalore,1.0
1,3,1,Pet Care,0,2381.04,2381.04,Net Banking,Bangalore,1.0
0,1,1,Pet Care,0,2027.07,2027.07,Credit Card,Bangalore,0.0
0,3,0,Electronics,0,3050.13,3050.13,Credit Card,Chennai,0.0
2,2,0,Books,0,3535.81,3535.81,Credit Card,Kolkata,0.0
2,2,5,Clothing,1,5083.66,4838.44,Credit Card,Jaipur,0.0
1,0,4,Beauty and Health,1,3936.41,3530.89,Credit Card,Mumbai,1.0
2,1,2,Beauty and Health,0,2456.71,2456.71,International Card,Delhi,0.0
0,1,1,Sports & Fitness,0,4047.43,4047.43,Debit Card,Pune,1.0
0,2,6,Sports & Fitness,1,1754.26,1415.17,Credit Card,Bangalore,1.0
0,3,2,Clothing,0,1680.7,1680.7,Credit Card,Other,1.0
0,2,6,Clothing,0,1165.22,1165.22,Credit Card,Srinagar,0.0
2,2,3,Electronics,0,3821.01,3821.01,Credit Card,Hyderabad,1.0
0,1,0,Electronics,1,5551.57,5386.75,Credit Card,Hyderabad,1.0
2,2,5,Electronics,1,3550.6,3226.63,Cash on Delivery,Ahmedabad,1.0
0,1,4,Electronics,0,1595.69,1595.69,Debit Card,Jaipur,1.0
2,3,4,Clothing,1,5255.2,4771.67,Debit Card,Bangalore,1.0
0,2,2,Beauty and Health,1,3140.76,2740.23,Cash on Delivery,Chennai,1.0
2,1,5,Toys & Games,0,4729.53,4729.53,International Card,Delhi,1.0
1,3,2,Electronics,1,897.54,763.06,Credit Card,Bangalore,1.0
1,1,4,Electronics,0,7586.58,7586.58,Debit Card,Mumbai,0.0
1,1,0,Clothing,0,4726.68,4726.68,Credit Card,Hyderabad,1.0
0,3,0,Sports & Fitness,0,4004.04,4004.04,Paytm UPI,Pune,1.0
0,2,5,Beauty and Health,0,2021.77,2021.77,Credit Card,Mumbai,1.0
0,3,6,Clothing,1,1792.27,1336.66,PhonePe UPI,Pune,1.0
2,3,4,Beauty and Health,0,1554.6,1554.6,Debit Card,Hyderabad,1.0
2,1,0,Home & Kitchen,1,2375.74,2312.05,Credit Card,Mumbai,1.0
0,3,4,Beauty and Health,0,3802.83,3802.83,International Card,Hyderabad,0.0
2,2,1,Clothing,0,4125.53,4125.53,Credit Card,Delhi,1.0
1,2,4,Electronics,0,1760.0,1760.0,Credit Card,Delhi,1.0
1,2,0,Home & Kitchen,1,5666.97,5600.87,Credit Card,Mumbai,1.0
0,3,6,Electronics,1,1544.91,1181.45,Debit Card,Bangalore,1.0
2,2,5,Clothing,1,4403.9,3915.02,Credit Card,Hyderabad,0.0
0,2,4,Electronics,0,1833.12,1833.12,Credit Card,Delhi,1.0
1,2,1,Toys & Games,0,1639.38,1639.38,Debit Card,Delhi,1.0
1,1,4,Electronics,1,3155.34,2968.57,PhonePe UPI,Lucknow,0.0
1,3,5,Electronics,1,2586.41,2111.98,Debit Card,Pune,1.0
2,0,2,Electronics,0,1997.89,1997.89,Debit Card,Kolkata,1.0
1,4,0,Sports & Fitness,0,870.2,870.2,Debit Card,Ahmedabad,0.0
2,1,3,Electronics,1,1961.98,1479.97,Debit Card,Bangalore,1.0
0,2,5,Electronics,0,2399.01,2399.01,Credit Card,Mumbai,1.0
1,3,3,Electronics,0,2504.45,2504.45,Credit Card,Hyderabad,0.0
0,2,2,Electronics,1,2330.5,1864.81,Credit Card,Mumbai,0.0
0,0,2,Clothing,0,7133.35,7133.35,Google Pay UPI,Delhi,1.0
1,1,1,Clothing,1,2308.54,2141.52,Debit Card,Delhi,1.0
0,2,1,Other,1,2938.26,2807.01,Credit Card,Bangalore,0.0
2,3,6,Clothing,1,3608.02,3431.06,Credit Card,Mumbai,1.0
0,1,6,Electronics,1,4249.8,3856.87,Net Banking,Chennai,1.0
1,4,5,Clothing,0,1719.68,1719.68,Debit Card,Mumbai,1.0
0,2,0,Clothing,0,1810.85,1810.85,Credit Card,Ahmedabad,0.0
0,3,1,Electronics,0,5241.22,5241.22,International Card,Dehradun,0.0
1,2,3,Clothing,1,1920.87,1589.63,Google Pay UPI,Hyderabad,1.0
0,2,5,Electronics,1,4089.03,3864.13,Debit Card,Ahmedabad,1.0
1,4,6,Clothing,1,4476.47,4310.83,Net Banking,Delhi,1.0
2,1,0,Pet Care,1,929.63,802.49,Credit Card,Ahmedabad,1.0
0,2,3,Electronics,1,339.74,6.01,Debit Card,Jaipur,1.0
1,3,6,Pet Care,1,1938.81,1831.62,Credit Card,Delhi,0.0
1,2,4,Home & Kitchen,1,5140.43,4849.27,Credit Card,Chennai,1.0
0,1,6,Pet Care,1,2334.42,2176.66,Net Banking,Chennai,1.0
0,4,6,Books,0,2200.05,2200.05,Credit Card,Hyderabad,1.0
2,1,0,Beauty and Health,1,1229.27,943.09,Net Banking,Other,0.0
2,2,5,Electronics,0,3333.79,3333.79,Debit Card,Delhi,1.0
0,2,3,Home & Kitchen,1,5053.88,4863.96,Debit Card,Mumbai,1.0
0,2,3,Clothing,0,1652.46,1652.46,Credit Card,Bangalore,1.0
1,0,1,Home & Kitchen,0,405.66,405.66,Credit Card,Mumbai,1.0
2,3,6,Sports & Fitness,1,1443.27,1003.37,Credit Card,Mumbai,0.0
1,2,0,Electronics,0,4604.98,4604.98,Credit Card,Pune,0.0
2,1,0,Sports & Fitness,1,2237.38,2005.11,Debit Card,Kolkata,1.0
1,2,0,Electronics,0,934.63,934.63,Debit Card,Delhi,0.0
0,3,0,Electronics,0,4669.17,4669.17,Credit Card,Bangalore,1.0
1,1,2,Clothing,0,2565.16,2565.16,Net Banking,Bangalore,0.0
1,2,3,Sports & Fitness,1,3040.38,2700.64,Debit Card,Bangalore,1.0
1,4,2,Electronics,0,5134.59,5134.59,Cash on Delivery,Chennai,1.0
0,1,6,Beauty and Health,1,4666.74,4316.17,Cash on Delivery,Kolkata,1.0
0,1,6,Sports & Fitness,1,1646.42,1260.8,Debit Card,Mumbai,0.0
0,4,1,Other,0,4460.14,4460.14,Net Banking,Delhi,1.0
1,2,6,Electronics,0,1186.42,1186.42,Credit Card,Jaipur,1.0
0,3,3,Sports & Fitness,0,1411.46,1411.46,Net Banking,Mumbai,1.0
0,1,1,Beauty and Health,1,4019.72,3636.06,Debit Card,Jaipur,1.0
2,3,2,Electronics,0,5260.95,5260.95,Credit Card,Hyderabad,1.0
1,1,6,Other,1,2868.72,2546.05,Debit Card,Delhi,1.0
1,2,4,Other,1,743.1,598.0,Credit Card,Chennai,0.0
1,4,6,Electronics,1,3303.67,3037.01,Credit Card,Bangalore,1.0
2,1,2,Clothing,0,3069.76,3069.76,Credit Card,Kolkata,1.0
1,3,5,Electronics,1,2084.27,1629.05,Credit Card,Delhi,1.0
0,1,3,Beauty and Health,0,2968.39,2968.39,Debit Card,Bangalore,1.0
2,2,1,Sports & Fitness,1,1789.58,1556.5,Credit Card,Ahmedabad,1.0
0,2,0,Clothing,1,987.36,807.14,Credit Card,Chennai,1.0
0,2,4,Other,0,4923.98,4923.98,Credit Card,Mumbai,0.0
0,2,6,Other,1,2227.36,1904.66,Credit Card,Hyderabad,1.0
1,3,6,Other,1,1053.42,659.42,Google Pay UPI,Ahmedabad,0.0
1,3,5,Electronics,0,4360.34,4360.34,Cash on Delivery,Mumbai,1.0
1,3,4,Home & Kitchen,1,3639.73,3273.47,Credit Card,Hyderabad,0.0
0,1,3,Other,1,3839.2,3552.66,Credit Card,Pune,0.0
2,1,5,Other,0,3976.98,3976.98,Credit Card,Delhi,1.0
2,1,6,Electronics,1,3260.14,3139.91,Credit Card,Delhi,1.0
1,1,6,Home & Kitchen,1,4006.59,3576.04,Paytm UPI,Mumbai,1.0
2,4,1,Electronics,0,4189.25,4189.25,Debit Card,Pune,0.0
1,4,6,Clothing,0,5470.11,5470.11,Credit Card,Bangalore,1.0
1,3,3,Home & Kitchen,0,3766.34,3766.34,Debit Card,Mumbai,0.0
2,1,1,Clothing,0,2567.97,2567.97,International Card,Dehradun,1.0
2,1,2,Electronics,1,5840.34,5369.61,Credit Card,Mumbai,0.0
1,2,0,Electronics,0,2371.24,2371.24,Credit Card,Kolkata,1.0
1,2,5,Beauty and Health,1,7223.94,7039.32,Credit Card,Mumbai,1.0
1,2,1,Clothing,1,3958.12,3537.0,PhonePe UPI,Hyderabad,0.0
1,2,6,Clothing,1,651.28,501.92,PhonePe UPI,Pune,1.0
1,2,3,Pet Care,1,5687.15,5291.64,Debit Card,Lucknow,1.0
2,3,2,Home & Kitchen,1,4486.82,4020.16,Credit Card,Mumbai,1.0
2,1,6,Pet Care,0,3045.2,3045.2,Credit Card,Bangalore,1.0
0,3,0,Clothing,1,415.07,115.97,Debit Card,Mumbai,0.0
1,1,1,Electronics,0,1750.89,1750.89,Credit Card,Mumbai,1.0
2,1,2,Sports & Fitness,0,5333.18,5333.18,International Card,Mumbai,1.0
1,3,5,Electronics,1,2113.8,1972.25,Net Banking,Delhi,1.0
